id|participant_id|event_id
195|164|559
196|165|546
197|166|552
198|167|412
199|168|190
200|169|515
201|169|378
202|170|515
203|171|375
204|172|443
205|172|444
206|172|445
207|173|375
208|174|103
209|175|346
210|175|244
211|176|396
212|177|544
213|178|550
214|179|375
215|180|550
216|181|557
217|182|364
218|183|370
219|183|536
220|184|456
221|184|442
222|185|404
223|186|367
224|186|408
225|187|456
226|188|394
227|189|107
228|190|499
229|191|441
230|191|189
231|191|248
232|191|450
233|192|411
234|193|561
235|194|107
236|195|336
237|196|552
238|197|349
239|198|555
240|199|555
241|200|370
242|201|546
243|202|546
244|203|468
245|204|499
246|205|436
247|206|412
248|207|550
249|208|473
250|209|562
251|210|557
252|211|559
253|212|470
254|213|255
255|214|543
256|215|97
257|216|268
258|216|151
259|217|311
260|218|270
261|219|555
262|220|268
263|221|97
264|222|311
265|223|370
266|224|62
267|225|535
268|226|367
269|227|555
270|228|535
271|229|528
272|230|513
273|231|443
274|232|513
275|232|135
276|233|438
277|234|550
278|235|346
279|236|546
280|237|550
281|238|522
282|239|432
283|240|349
284|241|320
285|242|373
286|243|449
287|244|255
288|245|304
289|246|337
290|247|550
291|248|332
292|248|487
293|249|536
294|250|517
295|251|555
296|252|555
297|253|392
298|254|273
299|255|528
300|256|436
301|257|528
302|258|526
303|259|505
304|259|362
305|260|318
306|261|438
307|262|310
308|263|546
309|264|431
310|265|550
311|266|423
312|267|439
313|268|525
314|269|323
315|269|451
316|270|550
317|271|137
318|272|543
319|273|376
320|274|180
321|275|117
322|276|364
323|277|550
324|278|535
325|279|528
326|280|535
327|281|528
328|282|111
329|283|555
330|284|393
331|285|555
332|286|557
333|287|137
334|288|389
335|289|516
336|290|394
337|291|151
338|292|446
339|293|557
340|294|544
341|295|524
342|296|494
343|297|542
344|298|332
345|299|251
346|300|263
347|301|397
348|302|398
349|303|375
350|304|259
351|305|552
352|306|535
353|307|317
354|308|559
355|309|322
356|310|176
357|311|536
358|312|285
359|312|111
360|313|517
361|314|412
362|315|267
363|316|434
364|317|528
365|318|550
366|319|272
367|320|536
368|321|550
369|322|550
370|323|522
371|324|508
372|325|393
373|326|491
374|326|513
375|326|147
376|326|6
377|327|163
378|327|172
379|327|517
380|328|521
381|329|522
382|330|413
383|331|223
384|332|203
385|333|434
386|334|550
387|335|404
388|336|535
389|337|411
390|337|537
391|338|556
392|339|527
393|339|526
394|340|554
395|341|429
396|342|515
397|343|178
398|344|175
399|344|530
400|344|409
401|344|531
402|345|514
403|346|550
404|347|275
405|348|427
406|349|555
407|350|180
408|350|397
409|351|555
410|352|555
411|353|555
412|354|166
413|355|554
414|356|535
415|357|550
416|358|550
417|359|546
418|360|550
419|361|322
420|362|546
421|363|162
422|364|300
423|365|275
424|366|559
425|367|559
426|368|212
427|368|316
428|369|285
429|370|550
430|371|528
431|372|447
432|373|522
433|374|340
434|375|437
435|376|506
436|377|472
437|378|517
438|379|413
439|380|550
440|381|550
441|382|405
442|383|323
443|384|451
444|385|437
445|386|354
446|387|379
447|388|522
448|389|358
449|390|494
450|391|404
451|391|27
452|391|177
453|391|128
454|392|487
455|393|499
456|394|499
457|395|312
458|396|544
459|397|506
460|398|522
461|399|293
462|400|550
463|401|326
464|402|526
465|403|552
466|404|223
467|405|394
468|406|522
469|407|522
470|408|522
471|409|166
472|410|275
473|411|394
474|412|369
475|413|550
476|414|417
477|415|345
478|416|550
479|417|554
480|418|233
481|419|562
482|420|375
483|421|375
484|422|559
485|423|242
486|423|357
487|424|298
488|425|144
489|426|46
490|427|245
491|428|273
492|429|255
493|430|554
494|431|103
495|432|457
496|433|399
497|434|217
498|435|398
499|436|528
500|437|528
501|438|535
502|439|497
503|439|498
504|439|238
505|440|528
506|441|434
507|442|513
508|443|434
509|444|351
510|445|434
511|446|41
512|446|267
513|447|394
514|448|516
515|449|493
516|450|60
517|451|516
518|452|516
519|453|528
520|454|528
521|455|413
522|456|516
523|457|528
524|458|449
525|459|107
526|460|315
527|461|394
528|462|322
529|463|375
530|464|550
531|465|550
532|466|550
533|467|453
534|468|304
535|468|536
536|469|550
537|470|402
538|471|450
539|472|349
540|473|299
541|474|318
542|475|394
543|476|506
544|477|181
545|478|133
546|478|493
547|479|207
548|479|470
549|480|181
550|481|552
551|482|471
552|482|470
553|483|550
554|484|535
555|485|240
556|486|499
557|487|515
558|487|378
559|487|380
560|487|330
561|487|383
562|487|418
563|487|232
564|487|510
565|488|550
566|489|546
567|490|243
568|491|312
569|492|336
570|493|558
571|494|522
572|495|439
573|496|439
574|497|220
575|498|546
576|499|332
577|500|137
578|501|554
579|502|394
580|503|493
581|503|133
582|503|134
583|504|513
584|504|196
585|504|83
586|505|285
587|506|336
588|507|550
589|508|522
590|509|550
591|510|412
592|511|522
593|512|393
594|513|468
595|514|476
596|515|361
597|515|525
598|516|338
599|516|470
600|517|550
601|518|552
602|519|526
603|519|527
604|520|222
605|521|286
606|522|438
607|523|516
608|524|503
609|525|389
610|526|552
611|527|434
612|528|228
613|529|516
614|530|118
615|531|535
616|532|411
617|533|397
618|534|432
619|535|555
620|536|119
621|537|558
622|538|404
623|539|552
624|540|554
625|541|535
626|542|219
627|543|554
628|544|547
629|545|113
630|546|336
631|547|458
632|548|554
633|549|417
634|550|442
635|550|437
636|551|186
637|551|447
638|551|562
639|552|432
640|553|555
641|554|316
642|555|207
643|556|489
644|556|340
645|557|519
646|558|554
647|559|550
648|560|546
649|561|339
650|561|450
651|561|441
652|562|158
653|563|525
654|564|361
655|565|320
656|566|552
657|567|525
658|568|394
659|569|527
660|570|297
661|570|557
662|571|434
663|572|561
664|573|550
665|574|500
666|575|225
667|576|487
668|577|375
669|578|371
670|579|408
671|580|321
672|581|499
673|582|499
674|583|550
675|584|150
676|585|535
677|586|458
678|587|95
679|588|412
680|589|525
681|589|223
682|590|555
683|591|555
684|592|555
685|593|431
686|594|535
687|595|528
688|596|463
689|597|528
690|598|388
691|599|555
692|600|234
693|601|521
694|602|468
695|603|323
696|604|285
697|604|111
698|605|319
699|606|459
700|607|346
701|608|345
702|609|467
703|610|554
704|611|431
705|612|370
706|613|309
707|613|219
708|614|527
709|615|525
710|615|361
711|616|361
712|617|468
713|618|488
714|619|536
715|620|557
716|621|412
717|622|235
718|623|218
719|623|325
720|624|299
721|625|392
722|626|485
723|627|535
724|628|555
725|629|555
726|630|516
727|631|488
728|631|485
729|631|486
730|632|349
731|633|535
732|634|555
733|635|349
734|635|559
735|636|386
736|637|522
737|638|43
738|639|375
739|640|375
740|641|468
741|642|552
742|643|550
743|644|480
744|645|233
745|646|516
746|647|499
747|648|487
748|649|431
749|650|315
750|651|510
751|651|383
752|651|378
753|651|515
754|651|330
755|652|154
756|653|184
757|654|493
758|654|134
759|655|457
760|656|535
761|657|340
762|658|386
763|659|321
764|660|176
765|661|557
766|662|480
767|663|350
768|664|536
769|665|521
770|666|546
771|667|316
772|668|549
773|669|154
774|670|516
775|671|555
776|672|399
777|673|369
778|674|468
779|675|253
780|675|468
781|676|523
782|677|557
783|678|442
784|679|233
785|680|557
786|681|372
787|682|412
788|683|432
789|684|555
790|685|508
791|686|528
792|687|394
793|688|319
794|689|311
795|690|346
796|691|293
797|692|513
798|693|561
799|694|430
800|695|434
801|696|348
802|697|530
803|697|249
804|697|175
805|697|409
806|697|532
807|698|519
808|699|550
809|700|534
810|701|528
811|702|363
812|703|499
813|704|359
814|705|516
815|706|427
816|707|555
817|708|552
818|709|217
819|710|516
820|711|528
821|712|546
822|713|559
823|714|527
824|715|471
825|715|545
826|715|470
827|716|508
828|717|372
829|718|528
830|719|536
831|720|529
832|721|426
833|722|468
834|722|253
835|723|111
836|723|285
837|724|239
838|724|79
839|725|535
840|726|528
841|727|528
842|728|431
843|729|528
844|730|480
845|731|513
846|732|504
847|733|196
848|733|513
849|734|449
850|734|342
851|735|309
852|736|304
853|737|553
854|738|508
855|739|304
856|740|476
857|741|419
858|741|374
859|741|372
860|741|373
861|742|504
862|743|385
863|744|351
864|745|561
865|746|10
866|747|90
867|748|561
868|749|146
869|750|536
870|751|465
871|752|276
872|753|528
873|754|511
874|754|279
875|755|550
876|756|550
877|757|478
878|757|192
879|758|134
880|759|522
881|760|337
882|761|195
883|762|552
884|763|319
885|764|518
886|764|349
887|765|536
888|766|306
889|767|320
890|768|555
891|769|260
892|769|551
893|770|423
894|771|515
895|771|418
896|772|515
897|773|154
898|774|549
899|775|546
900|776|482
901|777|555
902|778|555
903|779|407
904|780|392
905|781|143
906|782|550
907|783|431
908|784|265
909|785|559
910|786|555
911|787|374
912|787|419
913|788|304
914|789|348
915|790|550
916|791|387
917|791|470
918|792|287
919|792|391
920|793|172
921|793|294
922|793|517
923|793|470
924|793|205
925|793|209
926|794|550
927|795|183
928|796|388
929|797|271
930|797|536
931|798|528
932|799|368
933|799|502
934|800|528
935|801|273
936|802|527
937|803|544
938|804|413
939|805|413
940|806|412
941|807|529
942|808|561
943|809|487
944|810|316
945|811|527
946|812|243
947|813|561
948|814|552
949|815|394
950|816|349
951|817|354
952|818|516
953|819|528
954|820|365
955|821|448
956|822|528
957|823|41
958|823|267
959|823|489
960|823|414
961|824|528
962|825|528
963|826|370
964|827|458
965|828|40
966|829|548
967|830|480
968|830|436
969|831|536
970|832|554
971|833|151
972|834|505
973|835|271
974|836|150
975|837|526
976|838|180
977|839|522
978|840|353
979|841|522
980|842|543
981|843|499
982|844|550
983|845|349
984|846|549
985|847|518
986|847|559
987|848|313
988|848|241
989|849|96
990|850|547
991|851|299
992|852|533
993|853|311
994|854|427
995|855|535
996|856|308
997|857|398
998|858|550
999|859|211
1000|860|373
1001|861|112
1002|862|468
1003|863|506
1004|864|468
1005|865|468
1006|866|434
1007|867|257
1008|867|557
1009|868|257
1010|869|546
1011|870|557
1012|871|162
1013|872|558
1014|873|441
1015|874|493
1016|875|536
1017|876|233
1018|877|536
1019|878|530
1020|879|321
1021|880|154
1022|880|337
1023|881|431
1024|882|550
1025|883|394
1026|884|555
1027|885|528
1028|886|470
1029|886|471
1030|887|562
1031|888|434
1032|889|549
1033|890|296
1034|891|297
1035|891|257
1036|891|557
1037|892|535
1038|893|254
1039|894|555
1040|895|227
1041|896|453
1042|897|511
1043|898|348
1044|899|521
1045|900|500
1046|901|505
1047|902|452
1048|903|158
1049|904|238
1050|905|429
1051|906|508
1052|907|153
1053|908|538
1054|909|348
1055|910|443
1056|911|546
1057|912|529
1058|913|318
1059|914|405
1060|914|312
1061|915|453
1062|915|454
1063|916|528
1064|917|328
1065|918|561
1066|919|433
1067|920|550
1068|921|544
1069|922|252
1070|923|483
1071|924|516
1072|925|550
1073|926|550
1074|927|520
1075|927|224
1076|928|555
1077|929|552
1078|930|470
1079|931|271
1080|931|536
1081|932|554
1082|933|528
1083|934|107
1084|935|124
1085|935|333
1086|936|546
1087|937|399
1088|938|426
1089|939|275
1090|940|233
1091|941|368
1092|942|522
1093|943|454
1094|944|75
1095|945|354
1096|946|550
1097|947|535
1098|948|525
1099|949|282
1100|950|336
1101|951|543
1102|952|557
1103|953|530
1104|954|337
1105|955|336
1106|956|346
1107|957|398
1108|958|550
1109|959|498
1110|960|452
1111|961|398
1112|962|487
1113|963|535
1114|964|499
1115|965|297
1116|966|153
1117|967|525
1118|968|546
1119|969|546
1120|970|516
1121|971|349
1122|972|518
1123|973|537
1124|974|554
1125|975|449
1126|976|431
1127|977|439
1128|978|312
1129|979|558
1130|980|533
1131|981|460
1132|982|394
1133|983|559
1134|984|555
1135|985|518
1136|986|439
1137|987|439
1138|988|271
1139|988|536
1140|989|285
1141|990|506
1142|991|492
1143|992|539
1144|992|316
1145|993|375
1146|994|308
1147|995|546
1148|996|351
1149|997|552
1150|998|550
1151|999|431
1152|1000|554
1153|1001|421
1154|1002|522
1155|1003|546
1156|1004|535
1157|1005|234
1158|1006|194
1159|1007|535
1160|1008|294
1161|1008|517
1162|1009|528
1163|1010|535
1164|1011|346
1165|1012|85
1166|1012|407
1167|1013|299
1168|1014|317
1169|1015|217
1170|1016|493
1171|1017|535
1172|1018|535
1173|1019|301
1174|1019|525
1175|1020|388
1176|1021|319
1177|1022|299
1178|1023|546
1179|1024|403
1180|1025|522
1181|1026|264
1182|1026|553
1183|1027|413
1184|1028|275
1185|1029|126
1186|1030|470
1187|1031|535
1188|1032|528
1189|1033|233
1190|1033|294
1191|1034|238
1192|1034|498
1193|1035|557
1194|1036|557
1195|1037|555
1196|1038|550
1197|1039|550
1198|1040|262
1199|1041|348
1200|1042|535
1201|1043|179
1202|1043|336
1203|1044|255
1204|1044|443
1205|1045|112
1206|1046|552
1207|1047|552
1208|1048|547
1209|1049|217
1210|1050|240
1211|1051|499
1212|1052|538
1213|1053|307
1214|1053|353
1215|1054|516
1216|1055|467
1217|1056|349
1218|1057|304
1219|1058|475
1220|1059|275
1221|1060|506
1222|1061|40
1223|1062|227
1224|1063|540
1225|1064|520
1226|1065|557
1227|1066|511
1228|1067|427
1229|1068|469
1230|1069|265
1231|1070|319
1232|1071|550
1233|1072|298
1234|1072|346
1235|1073|181
1236|1074|552
1237|1075|275
1238|1076|533
1239|1076|559
1240|1077|467
1241|1078|286
1242|1078|511
1243|1079|398
1244|1080|352
1245|1080|423
1246|1081|454
1247|1081|453
1248|1082|394
1249|1083|404
1250|1084|311
1251|1085|503
1252|1086|431
1253|1087|299
1254|1088|185
1255|1089|550
1256|1090|442
1257|1091|359
1258|1092|328
1259|1093|351
1260|1094|553
1261|1095|217
1262|1096|555
1263|1097|359
1264|1098|423
1265|1099|516
1266|1100|323
1267|1101|535
1268|1102|368
1269|1102|502
1270|1103|12
1271|1104|550
1272|1105|555
1273|1106|302
1274|1107|251
1275|1108|550
1276|1109|404
1277|1110|550
1278|1111|482
1279|1112|103
1280|1113|555
1281|1114|258
1282|1115|297
1283|1116|554
1284|1117|550
1285|1118|513
1286|1119|431
1287|1120|61
1288|1121|153
1289|1122|186
1290|1123|153
1291|1124|559
1292|1125|295
1293|1125|282
1294|1126|558
1295|1127|499
1296|1128|442
1297|1128|456
1298|1129|475
1299|1130|121
1300|1131|314
1301|1131|406
1302|1132|467
1303|1133|550
1304|1134|467
1305|1135|521
1306|1136|196
1307|1136|513
1308|1137|550
1309|1138|559
1310|1139|421
1311|1140|59
1312|1140|449
1313|1141|530
1314|1142|162
1315|1143|290
1316|1143|289
1317|1144|536
1318|1145|528
1319|1146|550
1320|1147|228
1321|1148|526
1322|1149|335
1323|1149|295
1324|1150|489
1325|1151|285
1326|1152|238
1327|1153|559
1328|1154|555
1329|1155|369
1330|1156|107
1331|1157|258
1332|1158|474
1333|1159|516
1334|1160|234
1335|1161|504
1336|1162|262
1337|1163|528
1338|1164|240
1339|1165|494
1340|1166|185
1341|1167|339
1342|1167|441
1343|1168|150
1344|1169|349
1345|1170|369
1346|1171|489
1347|1172|289
1348|1172|146
1349|1173|398
1350|1174|552
1351|1175|154
1352|1176|437
1353|1177|336
1354|1178|522
1355|1179|550
1356|1180|419
1357|1181|521
1358|1182|196
1359|1182|513
1360|1183|243
1361|1184|412
1362|1185|258
1363|1186|550
1364|1187|156
1365|1187|470
1366|1187|338
1367|1187|387
1368|1188|525
1369|1189|217
1370|1190|535
1371|1191|275
1372|1192|255
1373|1193|349
1374|1194|546
1375|1195|550
1376|1196|423
1377|1197|35
1378|1198|499
1379|1199|412
1380|1200|325
1381|1200|324
1382|1200|534
1383|1201|554
1384|1202|550
1385|1203|546
1386|1204|362
1387|1205|441
1388|1206|265
1389|1207|126
1390|1208|434
1391|1209|480
1392|1210|474
1393|1211|555
1394|1212|224
1395|1212|520
1396|1213|431
1397|1214|454
1398|1214|453
1399|1215|561
1400|1216|535
1401|1217|296
1402|1218|370
1403|1218|536
1404|1219|346
1405|1220|555
1406|1221|293
1407|1222|552
1408|1223|499
1409|1224|223
1410|1225|162
1411|1226|228
1412|1227|554
1413|1228|311
1414|1229|374
1415|1229|419
1416|1230|190
1417|1231|166
1418|1232|419
1419|1232|420
1420|1232|503
1421|1233|258
1422|1234|394
1423|1235|470
1424|1236|559
1425|1237|517
1426|1237|470
1427|1238|112
1428|1239|128
1429|1239|404
1430|1240|189
1431|1240|339
1432|1241|470
1433|1242|516
1434|1243|528
1435|1244|460
1436|1245|328
1437|1246|227
1438|1247|559
1439|1248|258
1440|1249|493
1441|1250|311
1442|1250|270
1443|1251|559
1444|1252|154
1445|1253|263
1446|1254|149
1447|1255|552
1448|1256|150
1449|1257|460
1450|1258|38
1451|1258|450
1452|1259|482
1453|1260|408
1454|1261|100
1455|1262|150
1456|1263|561
1457|1263|465
1458|1264|439
1459|1265|515
1460|1265|510
1461|1265|418
1462|1266|309
1463|1267|113
1464|1268|468
1465|1269|559
1466|1270|223
1467|1271|394
1468|1272|515
1469|1273|470
1470|1273|207
1471|1274|89
1472|1275|431
1473|1276|535
1474|1277|545
1475|1277|492
1476|1278|348
1477|1279|537
1478|1280|149
1479|1281|306
1480|1281|392
1481|1282|432
1482|1282|489
1483|1283|432
1484|1284|530
1485|1285|139
1486|1285|439
1487|1286|518
1488|1287|558
1489|1288|543
1490|1289|394
1491|1290|544
1492|1291|394
1493|1292|550
1494|1293|516
1495|1294|476
1496|1295|552
1497|1296|262
1498|1297|525
1499|1298|351
1500|1299|330
1501|1299|515
1502|1300|346
1503|1301|499
1504|1302|534
1505|1302|553
1506|1303|375
1507|1304|555
1508|1305|388
1509|1306|258
1510|1307|468
1511|1308|517
1512|1308|470
1513|1309|499
1514|1310|90
1515|1311|157
1516|1312|434
1517|1313|535
1518|1314|511
1519|1315|466
1520|1315|10
1521|1316|255
1522|1317|255
1523|1318|439
1524|1319|371
1525|1320|486
1526|1320|484
1527|1321|343
1528|1321|239
1529|1321|344
1530|1321|449
1531|1321|341
1532|1322|209
1533|1322|208
1534|1322|492
1535|1323|367
1536|1324|408
1537|1325|533
1538|1326|545
1539|1326|470
1540|1326|471
1541|1327|212
1542|1328|309
1543|1329|474
1544|1330|535
1545|1331|535
1546|1332|516
1547|1333|544
1548|1334|100
1549|1335|339
1550|1335|38
1551|1336|412
1552|1337|398
1553|1338|326
1554|1339|544
1555|1340|309
1556|1341|555
1557|1342|95
1558|1343|515
1559|1343|383
1560|1344|513
1561|1344|196
1562|1345|433
1563|1346|323
1564|1347|528
1565|1348|513
1566|1349|546
1567|1350|550
1568|1351|550
1569|1352|411
1570|1353|504
1571|1354|550
1572|1355|481
1573|1356|546
1574|1357|97
1575|1358|516
1576|1359|305
1577|1359|310
1578|1360|392
1579|1361|241
1580|1361|413
1581|1362|311
1582|1362|270
1583|1363|496
1584|1364|550
1585|1365|549
1586|1366|550
1587|1367|88
1588|1368|233
1589|1368|517
1590|1369|296
1591|1370|528
1592|1371|554
1593|1372|368
1594|1373|293
1595|1374|519
1596|1375|282
1597|1375|391
1598|1375|264
1599|1376|519
1600|1377|209
1601|1377|205
1602|1378|258
1603|1379|525
1604|1380|199
1605|1381|285
1606|1382|346
1607|1383|559
1608|1384|536
1609|1385|285
1610|1386|552
1611|1387|555
1612|1388|345
1613|1389|528
1614|1390|528
1615|1391|375
1616|1392|264
1617|1393|529
1618|1394|251
1619|1394|398
1620|1395|534
1621|1396|90
1622|1397|487
1623|1398|434
1624|1399|434
1625|1400|526
1626|1400|527
1627|1401|528
1628|1402|516
1629|1403|223
1630|1404|137
1631|1405|458
1632|1406|546
1633|1407|534
1634|1407|553
1635|1408|525
1636|1409|467
1637|1410|330
1638|1410|515
1639|1411|457
1640|1412|554
1641|1413|522
1642|1414|474
1643|1415|528
1644|1416|432
1645|1416|267
1646|1417|322
1647|1418|499
1648|1419|437
1649|1420|559
1650|1421|499
1651|1422|481
1652|1423|550
1653|1424|513
1654|1425|425
1655|1426|529
1656|1427|543
1657|1428|189
1658|1428|269
1659|1428|248
1660|1428|441
1661|1429|413
1662|1430|528
1663|1431|546
1664|1432|434
1665|1433|528
1666|1434|528
1667|1435|394
1668|1436|528
1669|1437|349
1670|1438|141
1671|1439|528
1672|1440|348
1673|1441|416
1674|1441|152
1675|1442|434
1676|1443|251
1677|1444|535
1678|1445|332
1679|1446|538
1680|1447|392
1681|1448|232
1682|1449|264
1683|1449|391
1684|1450|558
1685|1451|549
1686|1452|145
1687|1452|358
1688|1453|414
1689|1454|554
1690|1455|553
1691|1455|142
1692|1455|287
1693|1456|227
1694|1457|536
1695|1458|554
1696|1459|554
1697|1460|275
1698|1461|528
1699|1462|252
1700|1463|493
1701|1464|102
1702|1465|398
1703|1466|398
1704|1466|103
1705|1467|561
1706|1468|533
1707|1469|297
1708|1470|391
1709|1470|365
1710|1471|180
1711|1472|275
1712|1473|487
1713|1474|554
1714|1475|550
1715|1476|536
1716|1477|558
1717|1478|443
1718|1479|443
1719|1480|227
1720|1481|534
1721|1482|554
1722|1483|529
1723|1484|522
1724|1485|306
1725|1486|431
1726|1487|468
1727|1488|496
1728|1488|112
1729|1489|487
1730|1490|513
1731|1491|447
1732|1492|270
1733|1492|311
1734|1493|555
1735|1494|476
1736|1495|375
1737|1496|561
1738|1497|227
1739|1498|275
1740|1499|436
1741|1500|312
1742|1501|421
1743|1502|153
1744|1503|517
1745|1504|234
1746|1505|431
1747|1506|346
1748|1507|516
1749|1508|299
1750|1509|519
1751|1510|129
1752|1511|208
1753|1511|470
1754|1512|427
1755|1513|546
1756|1514|550
1757|1515|475
1758|1516|530
1759|1517|555
1760|1518|555
1761|1519|515
1762|1520|550
1763|1521|493
1764|1522|406
1765|1523|149
1766|1523|289
1767|1524|529
1768|1525|423
1769|1526|412
1770|1527|413
1771|1527|511
1772|1528|550
1773|1529|199
1774|1530|516
1775|1531|223
1776|1532|227
1777|1533|186
1778|1534|227
1779|1535|104
1780|1536|237
1781|1537|468
1782|1538|555
1783|1539|158
1784|1540|369
1785|1541|480
1786|1542|554
1787|1543|535
1788|1544|529
1789|1545|318
1790|1546|389
1791|1547|153
1792|1547|525
1793|1548|258
1794|1549|429
1795|1550|468
1796|1550|364
1797|1550|110
1798|1551|520
1799|1552|546
1800|1553|550
1801|1554|524
1802|1555|433
1803|1556|500
1804|1557|535
1805|1558|530
1806|1559|175
1807|1559|530
1808|1559|409
1809|1559|531
1810|1559|226
1811|1560|555
1812|1561|398
1813|1562|559
1814|1563|263
1815|1564|533
1816|1565|232
1817|1565|418
1818|1565|330
1819|1565|515
1820|1566|499
1821|1567|528
1822|1568|351
1823|1569|403
1824|1570|470
1825|1571|105
1826|1572|180
1827|1573|536
1828|1574|184
1829|1574|391
1830|1574|534
1831|1574|553
1832|1574|287
1833|1574|142
1834|1574|218
1835|1575|150
1836|1576|535
1837|1577|554
1838|1578|535
1839|1579|398
1840|1580|529
1841|1581|535
1842|1582|431
1843|1583|240
1844|1584|369
1845|1585|529
1846|1586|286
1847|1587|555
1848|1588|546
1849|1589|516
1850|1590|544
1851|1591|413
1852|1592|498
1853|1593|400
1854|1594|406
1855|1595|465
1856|1596|431
1857|1597|223
1858|1598|535
1859|1599|307
1860|1600|527
1861|1601|262
1862|1602|489
1863|1603|527
1864|1604|559
1865|1605|369
1866|1606|431
1867|1607|338
1868|1607|387
1869|1608|511
1870|1608|279
1871|1609|399
1872|1610|354
1873|1611|528
1874|1612|533
1875|1613|449
1876|1613|239
1877|1613|67
1878|1613|341
1879|1613|72
1880|1613|60
1881|1614|251
1882|1615|493
1883|1616|269
1884|1616|138
1885|1616|134
1886|1616|82
1887|1616|493
1888|1616|133
1889|1617|519
1890|1618|233
1891|1619|297
1892|1619|557
1893|1620|116
1894|1621|536
1895|1621|271
1896|1622|285
1897|1623|404
1898|1623|128
1899|1624|443
1900|1625|394
1901|1626|536
1902|1627|452
1903|1628|480
1904|1629|348
1905|1630|434
1906|1631|372
1907|1631|373
1908|1632|559
1909|1633|337
1910|1634|243
1911|1635|536
1912|1636|528
1913|1637|257
1914|1637|297
1915|1637|557
1916|1638|398
1917|1639|435
1918|1640|544
1919|1641|191
1920|1641|421
1921|1642|428
1922|1643|468
1923|1644|554
1924|1645|380
1925|1646|253
1926|1646|116
1927|1646|106
1928|1646|468
1929|1647|446
1930|1648|412
1931|1649|157
1932|1650|519
1933|1651|126
1934|1652|284
1935|1653|506
1936|1654|332
1937|1655|552
1938|1656|557
1939|1657|155
1940|1658|559
1941|1659|534
1942|1660|413
1943|1661|520
1944|1662|34
1945|1663|111
1946|1663|285
1947|1664|528
1948|1665|528
1949|1666|535
1950|1667|522
1951|1668|544
1952|1669|555
1953|1670|346
1954|1671|111
1955|1671|285
1956|1672|550
1957|1673|220
1958|1673|416
1959|1674|528
1960|1675|528
1961|1676|359
1962|1677|413
1963|1677|241
1964|1677|511
1965|1678|163
1966|1678|470
1967|1679|555
1968|1680|508
1969|1681|396
1970|1682|447
1971|1683|298
1972|1683|347
1973|1684|311
1974|1685|530
1975|1686|346
1976|1687|528
1977|1688|230
1978|1689|522
1979|1690|522
1980|1691|413
1981|1692|555
1982|1693|235
1983|1694|480
1984|1695|116
1985|1695|468
1986|1696|544
1987|1697|439
1988|1698|562
1989|1699|88
1990|1700|546
1991|1701|506
1992|1702|416
1993|1703|468
1994|1704|558
1995|1705|535
1996|1706|546
1997|1707|110
1998|1708|149
1999|1709|459
2000|1710|552
2001|1711|373
2002|1711|372
2003|1712|406
2004|1713|510
2005|1714|525
2006|1715|362
2007|1716|482
2008|1717|105
2009|1718|441
2010|1719|431
2011|1720|387
2012|1721|535
2013|1722|422
2014|1723|410
2015|1724|410
2016|1725|402
