id|participant_id|game_id
206|15707|1
207|2925|1
208|17938|1
209|17965|1
210|2865|1
211|2847|1
212|2764|1
213|18080|1
214|18103|1
215|18107|1
216|2688|1
217|2670|1
218|19232|1
219|18147|1
220|2626|1
221|18185|1
222|2594|1
223|2563|1
224|2536|1
225|19209|1
226|18392|1
227|18408|1
228|17894|1
229|17882|1
230|3036|1
231|17793|1
232|3630|1
233|3611|1
234|17400|1
235|17439|1
236|3549|1
237|17453|1
238|3504|1
239|17505|1
240|17506|1
241|17520|1
242|18429|1
243|19303|1
244|1148|1
245|3333|1
246|17631|1
247|17682|1
248|17689|1
249|3232|1
250|3212|1
251|17728|1
252|3187|1
253|3161|1
254|3443|1
255|2261|1
256|18466|1
257|2133|1
258|1688|1
259|1673|1
260|18925|1
261|1616|1
262|1613|1
263|1370|1
264|18953|1
265|18967|1
266|18977|1
267|18982|1
268|18881|1
269|1563|1
270|1490|1
271|1480|1
272|19064|1
273|19068|1
274|1441|1
275|1436|1
276|1430|1
277|1428|1
278|1398|1
279|1399|1
280|1539|1
281|3686|1
282|1711|1
283|19145|1
284|2094|1
285|2064|1
286|1312|1
287|18632|1
288|18636|1
289|1963|1
290|1945|1
291|1939|1
292|19164|1
293|1931|1
294|18866|1
295|18724|1
296|18783|1
297|18786|1
298|18793|1
299|18809|1
300|18819|1
301|18822|1
302|18829|1
303|18844|1
304|1738|1
305|1736|1
306|18732|1
307|10126|1
308|17335|1
309|3714|1
310|16205|1
311|16216|1
312|16236|1
313|5014|1
314|16260|1
315|4995|1
316|4989|1
317|16277|1
318|16278|1
319|4954|1
320|4934|1
321|16324|1
322|4894|1
323|4796|1
324|16488|1
325|4726|1
326|16518|1
327|4680|1
328|4669|1
329|16552|1
330|16579|1
331|16197|1
332|19480|1
333|5071|1
334|16193|1
335|15712|1
336|824|1
337|5620|1
338|19525|1
339|5522|1
340|5445|1
341|5384|1
342|15951|1
343|15985|1
344|5316|1
345|4607|1
346|19505|1
347|16012|1
348|5278|1
349|5249|1
350|16066|1
351|5157|1
352|5156|1
353|16123|1
354|5111|1
355|5108|1
356|16191|1
357|16011|1
358|4562|1
359|19412|1
360|16663|1
361|4146|1
362|4143|1
363|19367|1
364|4141|1
365|4138|1
366|4137|1
367|4115|1
368|4094|1
369|19360|1
370|4086|1
371|4148|1
372|17001|1
373|4025|1
374|17070|1
375|17083|1
376|3968|1
377|19345|1
378|17169|1
379|17220|1
380|3823|1
381|17266|1
382|17278|1
383|4066|1
384|19322|1
385|16951|1
386|16940|1
387|992|1
388|4497|1
389|4485|1
390|4484|1
391|1009|1
392|4376|1
393|16791|1
394|16792|1
395|16800|1
396|4335|1
397|16942|1
398|4309|1
399|4304|1
400|4296|1
401|16849|1
402|4262|1
403|16871|1
404|16874|1
405|16878|1
406|16890|1
407|4227|1
408|16918|1
409|4308|1
410|10137|1
411|19101|1
412|20099|1
413|11712|1
414|10861|1
415|10887|1
416|24|1
417|11431|1
418|130|1
419|11675|1
420|12083|1
421|11835|1
422|12056|1
423|12185|1
424|11265|1
425|11609|1
426|12197|1
427|10903|1
428|11124|1
429|11118|1
430|10671|1
431|12198|1
432|94|1
433|10219|1
434|10872|1
435|10868|1
436|11648|1
437|12027|1
438|10401|1
439|11746|1
440|10291|1
441|12012|1
442|11510|1
443|10606|1
444|12110|1
445|20089|1
446|11899|1
447|10260|1
448|11216|1
449|11024|1
450|11213|1
451|10383|1
452|12093|1
453|10615|1
454|12158|1
455|10867|1
456|10385|1
457|11927|1
458|10290|1
459|11360|1
460|11117|1
461|20125|1
462|12203|1
463|11108|1
464|11281|1
465|10634|1
466|6461|2
467|2862|2
468|2968|2
469|1858|2
470|5963|2
471|14889|2
472|4029|2
473|18771|2
474|9662|2
475|14554|2
476|8162|2
477|5295|2
478|13507|2
479|7618|2
480|1190|2
481|2231|2
482|1010|2
483|4276|2
484|1646|2
485|3721|2
486|16280|2
487|16547|2
488|13468|2
489|13955|2
490|19610|2
491|15614|2
492|1376|2
493|10909|2
494|6063|2
495|16390|2
496|546|2
497|6209|2
498|1031|2
499|19306|2
500|12978|2
501|3543|2
502|6210|2
503|15687|2
504|7939|2
505|8285|2
506|1608|2
507|19594|2
508|19502|2
509|14115|2
510|7733|2
511|18034|2
512|2385|2
513|18320|2
514|5085|2
515|10354|2
516|5475|2
517|9565|2
518|16616|2
519|2|2
520|8239|2
521|17173|2
522|3881|2
523|11783|2
524|19947|2
525|5099|2
526|3898|2
527|4592|2
528|7709|2
529|6896|2
530|11990|2
531|239|2
532|16082|2
533|5496|2
534|2719|2
535|7647|2
536|10613|2
537|15008|2
538|7882|2
539|19536|2
540|320|2
541|16377|2
542|1317|2
543|11331|2
544|14734|2
545|2984|2
546|3069|2
547|7951|2
548|3724|2
549|2335|2
550|3146|2
551|2943|2
552|6045|2
553|6545|2
554|16906|2
555|1216|2
556|10603|2
557|16476|2
558|15921|2
559|149|2
560|3645|2
561|19492|2
562|18605|2
563|12878|2
564|13570|2
565|3006|2
566|9848|2
567|15676|2
568|1928|2
569|280|2
570|6118|2
571|10180|2
572|16339|2
573|13504|2
574|6633|2
575|1465|2
576|6418|2
577|1466|2
578|15384|2
579|4494|2
580|9307|2
581|16938|2
582|17760|2
583|14631|2
584|754|2
585|10355|2
586|19535|2
587|16950|2
588|13297|2
589|9832|2
590|5798|2
591|1316|2
592|11397|2
593|1004|2
594|11694|2
595|17798|2
596|5161|2
597|2537|2
598|12537|2
599|17147|2
600|11180|2
601|4421|2
602|10589|2
603|20069|2
604|13214|2
605|14667|2
606|5355|2
607|12959|2
608|1921|2
609|8425|2
610|1147|2
611|4966|2
612|9242|2
613|20117|2
614|6085|2
615|3838|2
616|17612|2
617|14838|2
618|3943|3
619|5096|3
620|1748|3
621|3655|3
622|5641|3
623|14845|3
624|9181|3
625|5085|3
626|11227|3
627|15652|3
628|16153|3
629|4537|3
630|9242|3
631|6442|3
632|3898|3
633|17154|3
634|12032|3
635|10355|3
636|19535|3
637|9259|3
638|11745|3
639|20158|3
640|5857|3
641|17132|3
642|6805|3
643|8127|3
644|9219|3
645|18437|3
646|15723|3
647|5099|3
648|19247|3
649|3265|3
650|17926|3
651|13740|3
652|5797|3
653|11694|3
654|11192|3
655|11194|3
656|2943|3
657|5717|3
658|3347|3
659|15676|3
660|3756|3
661|2117|3
662|8890|3
663|3840|3
664|4941|3
665|2882|3
666|19432|3
667|10331|3
668|3838|3
669|3738|3
670|3348|3
671|8822|3
672|17944|3
673|13503|3
674|16434|3
675|16328|3
676|5730|3
677|16451|3
678|17244|3
679|13281|3
680|4773|3
681|15025|3
682|8503|3
683|4766|3
684|16471|3
685|6545|3
686|13340|3
687|19335|3
688|11180|3
689|8945|3
690|1976|3
691|2867|3
692|9070|3
693|4608|3
694|9076|3
695|19937|3
696|11783|3
697|9078|3
698|18787|3
699|4881|3
700|16610|3
701|4577|3
702|8239|3
703|1796|3
704|18811|3
705|11329|3
706|13017|3
707|19947|3
708|17173|3
709|4622|3
710|941|3
711|3397|3
712|673|3
713|8416|3
714|15614|3
715|17612|3
716|6515|3
717|8377|3
718|5817|3
719|8373|3
720|14998|3
721|3871|3
722|1869|3
723|2964|3
724|13461|3
725|13119|3
726|5011|3
727|4858|3
728|8341|3
729|8238|3
730|16377|3
731|6889|3
732|10855|3
733|7524|3
734|7517|3
735|11576|3
736|18231|3
737|7023|3
738|10627|3
739|15797|3
740|552|3
741|12537|3
742|19587|3
743|9791|3
744|6156|3
745|11397|3
746|11505|3
747|16893|3
748|16995|3
749|14657|3
750|18975|3
751|9848|3
752|868|3
753|18969|3
754|7647|3
755|2718|3
756|7643|3
757|1372|3
758|2467|3
759|18272|3
760|14715|3
761|16001|3
762|617|3
763|6227|3
764|19779|3
765|12587|3
766|9702|3
767|7014|3
768|10215|3
769|546|3
770|17811|3
771|12564|3
772|1548|3
773|11018|3
774|5392|3
775|12327|3
776|10042|3
777|10045|3
778|17749|3
779|5450|3
780|14551|3
781|15417|3
782|10923|3
783|2|3
784|19306|3
785|17507|3
786|10102|3
787|5496|3
788|5475|3
789|10110|3
790|2667|3
791|10132|3
792|7254|3
793|15390|3
794|4154|3
795|2618|3
796|16902|3
797|3500|3
798|3144|3
799|7363|3
800|1524|3
801|15366|3
802|9910|3
803|7358|3
804|2456|3
805|7093|3
806|14409|3
807|3491|3
808|17503|3
809|16990|3
810|15902|3
811|11429|3
812|850|3
813|14616|3
814|10502|3
815|2444|3
816|6209|3
817|6965|3
818|16138|3
819|7794|3
820|1015|3
821|1069|3
822|14054|3
823|15488|3
824|9533|3
825|6320|3
826|18330|3
827|13937|3
828|5161|3
829|19811|3
830|10424|3
831|4421|3
832|7959|3
833|5602|3
834|18905|3
835|19492|3
836|7922|3
837|10417|3
838|10423|3
839|11303|3
840|15467|3
841|891|3
842|7911|3
843|6907|3
844|12006|3
845|19351|3
846|6317|3
847|7812|3
848|7709|3
849|3258|3
850|19502|3
851|19406|3
852|10598|3
853|3016|3
854|12903|3
855|17116|3
856|10565|3
857|8045|3
858|1186|3
859|250|3
860|3069|3
861|3993|3
862|9565|3
863|14734|3
864|2351|4
865|18575|4
866|15817|4
867|2083|4
868|569|4
869|2300|4
870|8510|4
871|8591|4
872|18574|4
873|13968|4
874|13448|4
875|19742|4
876|4116|4
877|7369|4
878|18122|4
879|15745|4
880|5614|4
881|8502|4
882|14426|4
883|11867|4
884|7133|4
885|14544|4
886|1240|4
887|13866|4
888|8071|4
889|13467|4
890|597|4
891|14516|4
892|7240|4
893|2053|4
894|18127|4
895|11141|4
896|7249|4
897|8547|4
898|20076|4
899|15831|4
900|10398|4
901|8037|4
902|14601|4
903|7983|4
904|18384|4
905|15003|4
906|19180|4
907|18426|4
908|3380|4
909|10387|4
910|3371|4
911|562|4
912|17969|4
913|18048|4
914|449|4
915|18329|4
916|1258|4
917|3382|4
918|14073|4
919|14712|4
920|16248|4
921|14250|4
922|14253|4
923|7792|4
924|10540|4
925|18249|4
926|14258|4
927|19488|4
928|7558|4
929|7601|4
930|5577|4
931|17333|4
932|6971|4
933|8274|4
934|18095|4
935|10718|4
936|8281|4
937|7705|4
938|12038|4
939|3588|4
940|13690|4
941|1210|4
942|8321|4
943|15706|4
944|14100|4
945|8324|4
946|15698|4
947|1266|4
948|19856|4
949|3381|4
950|5245|4
951|13765|4
952|7445|4
953|13767|4
954|11695|4
955|7424|4
956|7409|4
957|7853|4
958|2110|4
959|2366|4
960|14958|4
961|13573|4
962|13788|4
963|13572|4
964|2746|4
965|81|4
966|11831|4
967|17355|4
968|7450|4
969|13586|4
970|5325|4
971|18237|4
972|8234|4
973|19676|4
974|15980|4
975|13745|4
976|2522|4
977|19318|4
978|10386|4
979|14029|4
980|8437|4
981|7030|4
982|10789|4
983|14308|4
984|3518|4
985|7032|4
986|8667|4
987|8742|4
988|10280|4
989|20066|4
990|1838|4
991|9704|4
992|16582|4
993|19641|4
994|15093|4
995|9670|4
996|9077|4
997|18959|4
998|20002|4
999|9655|4
1000|6242|4
1001|17819|4
1002|12642|4
1003|11538|4
1004|3892|4
1005|16634|4
1006|6274|4
1007|232|4
1008|12577|4
1009|12576|4
1010|9715|4
1011|10199|4
1012|18733|4
1013|13172|4
1014|3870|4
1015|9772|4
1016|9768|4
1017|6514|4
1018|3321|4
1019|12540|4
1020|4248|4
1021|9758|4
1022|1335|4
1023|2975|4
1024|19586|4
1025|1855|4
1026|10890|4
1027|6196|4
1028|10834|4
1029|16580|4
1030|4331|4
1031|18833|4
1032|17891|4
1033|9184|4
1034|4474|4
1035|12717|4
1036|1631|4
1037|1014|4
1038|11469|4
1039|9341|4
1040|4366|4
1041|6391|4
1042|12877|4
1043|9349|4
1044|6388|4
1045|9482|4
1046|3047|4
1047|15192|4
1048|4387|4
1049|4417|4
1050|9400|4
1051|1163|4
1052|10273|4
1053|10258|4
1054|16544|4
1055|19988|4
1056|3937|4
1057|12651|4
1058|9601|4
1059|9598|4
1060|11824|4
1061|12991|4
1062|727|4
1063|300|4
1064|16806|4
1065|12676|4
1066|1753|4
1067|12979|4
1068|296|4
1069|1623|4
1070|9570|4
1071|15123|4
1072|9250|4
1073|9256|4
1074|11638|4
1075|12702|4
1076|9281|4
1077|19923|4
1078|19155|4
1079|4686|4
1080|11813|4
1081|20045|4
1082|8856|4
1083|4716|4
1084|6039|4
1085|9920|4
1086|20027|4
1087|12293|4
1088|6115|4
1089|19363|4
1090|4761|4
1091|9945|4
1092|19024|4
1093|4857|4
1094|16507|4
1095|17265|4
1096|15380|4
1097|11071|4
1098|2940|4
1099|8735|4
1100|3|4
1101|18664|4
1102|10905|4
1103|10008|4
1104|1321|4
1105|10036|4
1106|20036|4
1107|6087|4
1108|8754|4
1109|7157|4
1110|185|4
1111|11587|4
1112|19081|4
1113|18726|4
1114|16994|4
1115|4117|4
1116|20127|4
1117|15647|4
1118|10596|4
1119|6037|4
1120|2009|4
1121|3772|4
1122|6529|4
1123|1434|5
1124|1240|5
1125|37|5
1126|11914|5
1127|4129|5
1128|19742|5
1129|3588|5
1130|10064|5
1131|5222|5
1132|14516|5
1133|17512|5
1134|6354|5
1135|17850|5
1136|3185|5
1137|7742|5
1138|17074|5
1139|7159|5
1140|7157|5
1141|81|5
1142|13966|5
1143|1439|5
1144|10552|5
1145|1266|5
1146|6318|5
1147|10270|5
1148|19084|5
1149|3596|5
1150|20045|5
1151|19318|5
1152|7874|5
1153|1631|5
1154|4366|5
1155|19090|5
1156|7848|5
1157|3047|5
1158|13995|5
1159|12702|5
1160|12334|5
1161|12717|5
1162|12750|5
1163|2746|5
1164|16770|5
1165|5244|5
1166|18935|5
1167|18329|5
1168|17536|5
1169|4135|5
1170|11831|5
1171|12703|5
1172|10066|5
1173|12722|5
1174|879|5
1175|18166|5
1176|3|5
1177|9715|5
1178|12799|5
1179|5411|5
1180|2583|5
1181|18237|5
1182|15980|5
1183|17742|5
1184|12441|5
1185|4248|5
1186|11912|5
1187|16903|5
1188|562|5
1189|9869|5
1190|12540|5
1191|2530|5
1192|17475|5
1193|11262|5
1194|11263|5
1195|7051|5
1196|12495|5
1197|9806|5
1198|860|5
1199|7037|5
1200|4215|5
1201|6037|5
1202|7445|5
1203|10205|5
1204|9773|5
1205|20020|5
1206|7030|5
1207|9864|5
1208|11824|5
1209|4047|5
1210|14253|5
1211|15290|5
1212|6004|5
1213|12649|5
1214|874|5
1215|6001|5
1216|10438|5
1217|10509|5
1218|16009|5
1219|15802|5
1220|15817|5
1221|15778|5
1222|1180|5
1223|9598|5
1224|17427|5
1225|20036|5
1226|19529|5
1227|12335|5
1228|12642|5
1229|7634|5
1230|4041|5
1231|9920|5
1232|229|5
1233|7567|5
1234|6039|5
1235|15431|5
1236|2693|5
1237|1258|5
1238|232|5
1239|4302|5
1240|17764|5
1241|2475|5
1242|14426|5
1243|6242|5
1244|14712|5
1245|18368|5
1246|8668|5
1247|718|5
1248|3337|5
1249|8988|5
1250|13154|5
1251|13622|5
1252|8401|5
1253|2163|5
1254|3870|5
1255|15680|5
1256|19923|5
1257|17189|5
1258|8437|5
1259|8445|5
1260|5712|5
1261|4686|5
1262|1907|5
1263|13237|5
1264|6529|5
1265|4984|5
1266|15591|5
1267|5841|5
1268|16261|5
1269|18805|5
1270|9115|5
1271|9091|5
1272|8260|5
1273|16591|5
1274|701|5
1275|17339|5
1276|9077|5
1277|4708|5
1278|326|5
1279|6768|5
1280|18032|5
1281|1083|5
1282|4623|5
1283|5960|5
1284|18773|5
1285|19155|5
1286|19680|5
1287|15706|5
1288|17969|5
1289|6661|5
1290|13573|5
1291|14987|5
1292|8735|5
1293|4888|5
1294|5779|5
1295|8591|5
1296|13467|5
1297|3363|5
1298|8718|5
1299|4893|5
1300|2024|5
1301|13384|5
1302|4864|5
1303|3772|5
1304|15649|5
1305|13443|5
1306|8639|5
1307|2008|5
1308|17595|5
1309|2003|5
1310|13021|5
1311|11487|5
1312|3380|5
1313|8844|5
1314|14958|5
1315|18574|5
1316|16464|5
1317|2940|5
1318|18575|5
1319|8795|5
1320|8794|5
1321|13347|5
1322|10808|5
1323|18600|5
1324|1975|5
1325|8755|5
1326|8754|5
1327|2053|5
1328|1321|5
1329|8742|5
1330|5731|5
1331|18664|5
1332|13016|5
1333|7153|5
1334|4499|5
1335|82|5
1336|6885|5
1337|12991|5
1338|7983|5
1339|9200|5
1340|18384|5
1341|12877|5
1342|6802|5
1343|9341|5
1344|2777|5
1345|12113|5
1346|5631|5
1347|6391|5
1348|8105|5
1349|18426|5
1350|19200|5
1351|14833|5
1352|6866|5
1353|15153|5
1354|6426|5
1355|8024|5
1356|4511|5
1357|6412|5
1358|6423|5
1359|8054|5
1360|11388|5
1361|9281|5
1362|281|5
1363|4474|5
1364|17162|5
1365|7967|5
1366|17118|5
1367|3285|5
1368|10596|5
1369|13745|5
1370|17101|5
1371|9175|5
1372|2009|5
1373|20099|5
1374|6794|5
1375|8221|5
1376|19244|5
1377|8179|5
1378|717|5
1379|6457|5
1380|7965|5
1381|3892|5
1382|19196|5
1383|7964|5
1384|9184|5
1385|4424|5
1386|11893|6
1387|5973|6
1388|15175|6
1389|11812|6
1390|18074|6
1391|5743|6
1392|2744|6
1393|15630|6
1394|15041|6
1395|15200|6
1396|2925|6
1397|6541|6
1398|20099|6
1399|11077|6
1400|6119|6
1401|10552|6
1402|6901|6
1403|15406|6
1404|14956|6
1405|5907|6
1406|6566|6
1407|15729|6
1408|7099|6
1409|5629|6
1410|6051|6
1411|19659|6
1412|17771|6
1413|3469|6
1414|15387|6
1415|6097|6
1416|6390|6
1417|15009|6
1418|14765|6
1419|6383|6
1420|15838|6
1421|6925|6
1422|3464|6
1423|14620|6
1424|6600|6
1425|14754|6
1426|6576|6
1427|6601|6
1428|6880|6
1429|6005|6
1430|17918|6
1431|1140|6
1432|5687|6
1433|2836|6
1434|740|6
1435|14691|6
1436|5993|6
1437|15715|6
1438|2828|6
1439|1208|6
1440|5854|6
1441|6769|6
1442|15786|6
1443|6999|6
1444|15289|6
1445|3096|6
1446|6781|6
1447|6782|6
1448|5669|6
1449|6990|6
1450|2724|6
1451|18099|6
1452|11906|6
1453|15710|6
1454|14850|6
1455|2715|6
1456|6242|6
1457|17816|6
1458|15459|6
1459|3457|6
1460|11081|6
1461|5845|6
1462|2693|6
1463|15455|6
1464|15218|6
1465|6845|6
1466|18071|6
1467|20103|6
1468|14941|6
1469|15764|6
1470|17522|6
1471|6037|6
1472|731|6
1473|17911|6
1474|6689|6
1475|10679|6
1476|6690|6
1477|2701|6
1478|15060|6
1479|10693|6
1480|18105|6
1481|14922|6
1482|14681|6
1483|15129|6
1484|15334|6
1485|6951|6
1486|11072|6
1487|15575|6
1488|19725|6
1489|2865|6
1490|14907|6
1491|6020|6
1492|5862|6
1493|14689|6
1494|15692|6
1495|11063|6
1496|5842|6
1497|5095|6
1498|11914|6
1499|18754|6
1500|20066|6
1501|1864|6
1502|18747|6
1503|3870|6
1504|16559|6
1505|8984|6
1506|17183|6
1507|3862|6
1508|1896|6
1509|1898|6
1510|8919|6
1511|13232|6
1512|8878|6
1513|13244|6
1514|16507|6
1515|16506|6
1516|18755|6
1517|13253|6
1518|16572|6
1519|326|6
1520|1702|6
1521|4474|6
1522|18861|6
1523|4511|6
1524|9256|6
1525|9248|6
1526|16665|6
1527|9200|6
1528|145|6
1529|9193|6
1530|16638|6
1531|4547|6
1532|12107|6
1533|13007|6
1534|316|6
1535|16595|6
1536|10834|6
1537|18774|6
1538|16505|6
1539|16489|6
1540|10981|6
1541|10986|6
1542|402|6
1543|13467|6
1544|2041|6
1545|8568|6
1546|2049|6
1547|4903|6
1548|2077|6
1549|2090|6
1550|17291|6
1551|13568|6
1552|13573|6
1553|4922|6
1554|16317|6
1555|18553|6
1556|8463|6
1557|13581|6
1558|4880|6
1559|13458|6
1560|13457|6
1561|13453|6
1562|16474|6
1563|364|6
1564|8807|6
1565|13298|6
1566|368|6
1567|8795|6
1568|371|6
1569|4827|6
1570|9314|6
1571|1321|6
1572|8731|6
1573|18656|6
1574|4864|6
1575|8689|6
1576|13403|6
1577|19173|6
1578|7151|6
1579|3771|6
1580|1975|6
1581|4958|6
1582|10287|6
1583|10286|6
1584|4197|6
1585|191|6
1586|19012|6
1587|1532|6
1588|9890|6
1589|1539|6
1590|18989|6
1591|9830|6
1592|12498|6
1593|9801|6
1594|10932|6
1595|12522|6
1596|9768|6
1597|4086|6
1598|16887|6
1599|9761|6
1600|20011|6
1601|9934|6
1602|12548|6
1603|4192|6
1604|4184|6
1605|1414|6
1606|10115|6
1607|10096|6
1608|10085|6
1609|10916|6
1610|11600|6
1611|1432|6
1612|11270|6
1613|10038|6
1614|1442|6
1615|3|6
1616|16947|6
1617|4097|6
1618|16940|6
1619|19373|6
1620|11267|6
1621|9961|6
1622|19023|6
1623|159|6
1624|16872|6
1625|1032|6
1626|9545|6
1627|10262|6
1628|9498|6
1629|16782|6
1630|12757|6
1631|9485|6
1632|1636|6
1633|12768|6
1634|1639|6
1635|4392|6
1636|4416|6
1637|16742|6
1638|9349|6
1639|4424|6
1640|9342|6
1641|10280|6
1642|9329|6
1643|12696|6
1644|12686|6
1645|12144|6
1646|9589|6
1647|12573|6
1648|9705|6
1649|9695|6
1650|20002|6
1651|4277|6
1652|4285|6
1653|4317|6
1654|12623|6
1655|1073|6
1656|12624|6
1657|9633|6
1658|1613|6
1659|11292|6
1660|243|6
1661|12656|6
1662|1616|6
1663|4336|6
1664|16806|6
1665|9639|6
1666|19860|6
1667|19281|6
1668|16144|6
1669|7982|6
1670|18226|6
1671|10732|6
1672|7470|6
1673|7994|6
1674|14330|6
1675|19819|6
1676|14336|6
1677|2539|6
1678|8013|6
1679|2471|6
1680|18407|6
1681|117|6
1682|538|6
1683|13905|6
1684|18415|6
1685|8051|6
1686|18306|6
1687|5125|6
1688|478|6
1689|11746|6
1690|2282|6
1691|2281|6
1692|13820|6
1693|7431|6
1694|13931|6
1695|18252|6
1696|16122|6
1697|2530|6
1698|5261|6
1699|3591|6
1700|514|6
1701|13601|6
1702|5244|6
1703|5243|6
1704|14260|6
1705|19799|6
1706|14013|6
1707|5217|6
1708|14269|6
1709|5325|6
1710|2561|6
1711|5211|6
1712|866|6
1713|16025|6
1714|13990|6
1715|14253|6
1716|504|6
1717|2362|6
1718|16102|6
1719|3614|6
1720|7488|6
1721|3626|6
1722|7947|6
1723|893|6
1724|888|6
1725|14153|6
1726|16164|6
1727|80|6
1728|471|6
1729|14173|6
1730|10441|6
1731|10374|6
1732|11013|6
1733|7287|6
1734|15892|6
1735|2459|6
1736|14489|6
1737|14491|6
1738|2621|6
1739|14502|6
1740|15891|6
1741|14441|6
1742|18144|6
1743|7644|6
1744|8366|6
1745|7186|6
1746|13640|6
1747|441|6
1748|1239|6
1749|17314|6
1750|10788|6
1751|13614|6
1752|14189|6
1753|7176|6
1754|8413|6
1755|17309|6
1756|445|6
1757|19515|6
1758|19229|6
1759|5030|6
1760|18440|6
1761|561|6
1762|8221|6
1763|859|6
1764|13729|6
1765|16182|6
1766|11741|6
1767|19322|6
1768|8274|6
1769|8280|6
1770|14393|6
1771|11994|6
1772|18202|6
1773|519|6
1774|13686|6
1775|527|6
1776|14425|6
1777|20111|6
1778|16201|6
1779|16202|6
1780|5416|6
1781|5057|6
1782|15919|6
1783|1140|7
1784|15997|7
1785|15786|7
1786|10867|7
1787|80|7
1788|15461|7
1789|3549|7
1790|3997|7
1791|16815|7
1792|4010|7
1793|16813|7
1794|4317|7
1795|5305|7
1796|16286|7
1797|1167|7
1798|1136|7
1799|15430|7
1800|10916|7
1801|6043|7
1802|16940|7
1803|11504|7
1804|19373|7
1805|15919|7
1806|4192|7
1807|15804|7
1808|6037|7
1809|3509|7
1810|17522|7
1811|15951|7
1812|15952|7
1813|5551|7
1814|20125|7
1815|6020|7
1816|16887|7
1817|10704|7
1818|4075|7
1819|16872|7
1820|3459|7
1821|3527|7
1822|10887|7
1823|17024|7
1824|15985|7
1825|15787|7
1826|3457|7
1827|5909|7
1828|873|7
1829|20111|7
1830|19327|7
1831|10999|7
1832|4864|7
1833|19322|7
1834|3686|7
1835|4827|7
1836|4769|7
1837|5086|7
1838|5087|7
1839|16474|7
1840|16164|7
1841|4728|7
1842|10810|7
1843|15715|7
1844|5119|7
1845|5125|7
1846|3689|7
1847|3372|7
1848|87|7
1849|17329|7
1850|4954|7
1851|4946|7
1852|17291|7
1853|16319|7
1854|4984|7
1855|15693|7
1856|4917|7
1857|16265|7
1858|822|7
1859|17286|7
1860|19300|7
1861|4902|7
1862|3709|7
1863|4898|7
1864|19474|7
1865|17285|7
1866|15694|7
1867|17328|7
1868|10777|7
1869|11636|7
1870|16559|7
1871|3870|7
1872|17712|7
1873|15511|7
1874|16742|7
1875|3456|7
1876|4410|7
1877|3201|7
1878|16755|7
1879|4395|7
1880|4394|7
1881|5961|7
1882|4392|7
1883|3970|7
